HRHHID,OCCURNUM,YYYYMM,PEEDUCA,PEMARITL,PESEX,PRTAGE,PRTFAGE,PERACE,GTCMSA,GESTCEN,PTERNWA,PRVEL,PES3,PES4,PES5,PES6,PES7,PWSSWGT,PWORWGT
008937099105,4,199411,-1,-1,1,3,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2645.2594,0.0000
597019803900,1,199411,35,1,2,49,0,1,49,93,21474836.47,3,-1,-1,-1,-9,-9,2439.6070,0.0000
597019803900,2,199411,39,1,1,53,0,1,49,93,21474836.47,2,-9,-9,-9,-9,-9,2416.9147,0.0000
597019803900,3,199411,40,6,2,26,0,1,49,93,21474836.47,3,-1,-1,-1,-9,-9,2802.8162,0.0000
597019803900,4,199411,39,6,1,22,0,1,49,93,21474836.47,3,-1,-1,-1,-9,-9,2988.6792,0.0000
981709930050,1,199411,39,6,1,41,0,1,49,93,21474836.47,1,1,-9,1,5,1,2062.6606,0.0000
003914526964,1,199411,39,1,1,31,0,1,49,93,21474836.47,1,1,-9,1,5,1,2701.1150,0.0000
003914526964,2,199411,37,1,2,26,0,1,49,93,21474836.47,1,1,-9,1,5,2,2802.8162,0.0000
003914526964,3,199411,-1,-1,2,6,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3195.2361,0.0000
003914526964,4,199411,-1,-1,2,2,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2711.1713,0.0000
003914526964,5,199411,-1,-1,2,0,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3756.3131,0.0000
460259410369,1,199411,33,1,1,41,0,1,49,93,21474836.47,3,-1,-1,-1,6,1,2774.4627,0.0000
460259410369,2,199411,33,1,2,37,0,1,49,93,21474836.47,3,-1,-1,-1,6,1,2359.4276,0.0000
460259410369,3,199411,-1,-1,1,13,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2583.1864,0.0000
460259410369,4,199411,-1,-1,2,11,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2472.2640,0.0000
460259410369,5,199411,-1,-1,2,3,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2678.9053,0.0000
614946350092,1,199411,39,3,2,66,0,1,49,93,21474836.47,1,1,-9,5,6,1,1890.2818,0.0000
614946350092,2,199411,40,1,1,39,0,1,49,93,21474836.47,1,2,2,-9,6,1,1809.3003,0.0000
614946350092,3,199411,39,1,2,37,0,1,49,93,21474836.47,1,2,2,-9,4,2,1872.7900,0.0000
614946350092,4,199411,37,6,1,17,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2073.8178,0.0000
614946350092,5,199411,35,6,1,15,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2042.3299,0.0000
614946350092,6,199411,-1,-1,1,8,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1788.0502,0.0000
614946350092,7,199411,-1,-1,1,0,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2254.4378,0.0000
049431692605,1,199411,40,2,1,32,0,1,49,93,21474836.47,1,2,2,-9,4,1,2008.1297,0.0000
049431692605,2,199411,-1,-1,1,14,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1808.4286,0.0000
049431692605,3,199411,-1,-1,1,12,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1843.6124,0.0000
639540903522,1,199411,39,1,1,32,0,1,49,93,21474836.47,1,2,1,-9,2,2,2701.1150,0.0000
639540903522,2,199411,39,1,2,44,0,1,49,93,21474836.47,1,2,1,-9,2,1,1905.6119,0.0000
639540903522,3,199411,-1,-1,2,8,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1684.4736,0.0000
003995542236,1,199411,40,1,1,30,0,1,49,93,21474836.47,1,1,-9,4,3,1,2008.1297,0.0000
003995542236,2,199411,42,1,2,29,0,1,49,93,21474836.47,1,1,-9,4,3,2,2155.6929,0.0000
003995542236,3,199411,-1,-1,2,2,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1661.7463,0.0000
530452690329,1,199411,43,5,2,39,0,1,49,93,21474836.47,1,1,-9,5,5,1,1872.7900,0.0000
530452690329,2,199411,42,6,1,21,0,1,49,93,21474836.47,1,1,-9,3,5,2,2297.2848,0.0000
530452690329,3,199411,39,6,1,18,0,1,49,93,21474836.47,1,1,-9,2,5,2,1940.5957,0.0000
734602932550,1,199411,46,4,2,56,0,1,49,93,21474836.47,1,1,-9,2,5,1,1862.9118,0.0000
734602932550,2,199411,39,6,2,28,0,1,49,93,21474836.47,1,2,2,-9,5,2,2155.6929,0.0000
695307035224,1,199411,36,5,2,33,0,1,49,93,21474836.47,1,2,2,-9,2,1,2059.7942,0.0000
695307035224,2,199411,-1,-1,2,14,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1566.4935,0.0000
695307035224,3,199411,-1,-1,1,6,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2478.7142,0.0000
239570604235,1,199411,41,6,2,25,0,1,49,93,21474836.47,1,2,1,-9,4,1,2329.7051,0.0000
239570604235,2,199411,40,6,1,25,0,1,49,93,21474836.47,1,1,-9,3,3,2,2329.2426,0.0000
305250743926,1,199411,40,1,1,37,0,3,49,93,21474836.47,3,-1,-1,-1,-1,-1,0.0000,0.0000
305250743926,2,199411,39,1,2,32,0,1,49,93,21474836.47,1,2,2,-9,3,1,2595.0225,0.0000
305250743926,3,199411,-1,-1,1,13,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2583.1864,0.0000
305250743926,4,199411,-1,-1,2,9,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2688.6551,0.0000
305250743926,5,199411,-1,-1,2,0,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3756.3131,0.0000
054733698505,1,199411,39,3,2,81,0,1,49,93,21474836.47,1,2,1,-9,6,2,1744.0912,0.0000
054733698505,2,199411,40,4,2,54,0,1,49,93,21474836.47,1,1,-9,2,4,1,1885.4114,0.0000
487053569530,1,199411,43,3,2,72,0,1,49,93,21474836.47,1,1,-9,3,6,1,1909.4069,0.0000
573659403805,1,199411,43,6,1,23,0,1,49,93,21474836.47,1,2,2,-9,4,2,2297.2848,0.0000
573659403805,2,199411,39,4,2,30,0,1,49,93,21474836.47,1,1,-9,4,4,1,2059.7942,0.0000
845307935650,1,199411,35,4,2,74,0,1,49,93,21474836.47,1,1,-9,5,6,1,1909.4069,0.0000
910554870399,1,199411,40,4,1,59,0,1,49,93,21474836.47,2,-9,-9,-9,-9,-9,1910.7098,0.0000
179489350095,1,199411,42,1,1,67,0,1,49,93,21474836.47,1,1,-9,5,6,1,2222.9665,0.0000
179489350095,2,199411,43,1,2,42,0,1,49,93,21474836.47,1,1,-9,5,6,2,2400.7790,0.0000
094837995105,1,199411,41,4,2,47,0,1,49,93,21474836.47,1,1,-9,1,6,1,1936.4319,0.0000
458093199570,1,199411,40,1,2,71,0,1,49,93,21474836.47,1,1,-9,5,5,1,1909.4069,0.0000
458093199570,2,199411,40,1,1,72,0,1,49,93,21474836.47,1,1,-9,5,5,2,1933.9234,0.0000
305140618944,1,199411,40,1,1,56,0,1,49,93,21474836.47,1,1,-9,4,6,2,2372.9299,0.0000
305140618944,2,199411,40,1,2,60,0,1,49,93,21474836.47,1,1,-9,4,6,1,1986.4649,0.0000
305140618944,3,199411,42,6,1,30,0,1,49,93,21474836.47,1,1,-9,4,6,2,2008.1297,0.0000
003941564814,1,199411,40,1,1,60,0,1,49,93,21474836.47,1,1,-9,4,6,1,2494.2554,0.0000
003941564814,2,199411,40,1,2,62,0,1,49,93,21474836.47,1,1,-9,4,6,2,1986.4649,0.0000
003941564814,3,199411,40,6,1,40,0,1,49,93,21474836.47,1,2,1,-9,6,2,2062.6606,0.0000
003941564814,4,199411,39,6,2,34,0,1,49,93,21474836.47,1,2,2,-9,6,2,2059.7942,0.0000
003941564814,5,199411,-1,-1,2,12,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1971.1751,0.0000
110658440349,1,199411,43,1,1,70,0,1,49,93,21474836.47,1,1,-9,5,6,2,1933.9234,0.0000
110658440349,2,199411,44,1,2,61,0,1,49,93,21474836.47,1,2,2,-9,6,1,1986.4649,0.0000
141844350096,1,199411,41,6,1,28,0,1,49,93,21474836.47,1,2,2,-9,1,1,2466.6395,0.0000
141844350096,2,199411,40,6,2,28,0,1,49,93,21474836.47,1,2,2,-9,1,2,2155.6929,0.0000
141844350096,1,199411,33,1,2,66,0,1,49,93,21474836.47,3,-1,-1,-1,6,2,2346.8298,0.0000
141844350096,2,199411,34,1,1,64,0,1,49,93,21474836.47,1,1,-9,1,6,1,2957.0408,0.0000
522389360098,1,199411,43,1,1,36,0,1,49,93,21474836.47,1,1,-9,2,4,1,2433.6706,0.0000
522389360098,2,199411,43,1,2,36,0,1,49,93,21474836.47,1,1,-9,2,4,2,2359.4276,0.0000
522389360098,3,199411,-1,-1,1,6,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3473.0616,0.0000
522389360098,4,199411,-1,-1,1,5,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2674.8333,0.0000
522389360098,5,199411,-1,-1,1,2,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3005.2699,0.0000
023832998506,1,199411,40,1,2,70,0,1,49,93,21474836.47,1,1,-9,1,6,1,1909.4069,0.0000
023832998506,2,199411,43,1,1,72,0,1,49,93,21474836.47,1,1,-9,5,6,1,1933.9234,0.0000
023832998506,3,199411,43,6,2,32,0,1,49,93,21474836.47,1,2,2,-9,6,2,2059.7942,0.0000
388023599620,1,199411,40,1,2,61,0,1,49,93,21474836.47,1,1,-9,1,6,1,1986.4649,0.0000
388023599620,2,199411,39,1,1,52,0,1,49,93,21474836.47,1,1,-9,1,6,2,1946.1265,0.0000
682959303802,1,199411,42,1,2,54,0,1,49,93,21474836.47,1,1,-9,5,6,1,1885.4114,0.0000
682959303802,2,199411,42,1,1,56,0,1,49,93,21474836.47,1,1,-9,5,6,2,1910.7098,0.0000
306310298924,1,199411,36,6,1,69,0,1,49,93,21474836.47,1,1,-9,1,6,1,1871.7936,0.0000
306310298924,2,199411,39,4,2,77,0,1,49,93,21474836.47,1,1,-9,2,6,2,1744.0912,0.0000
003943621892,1,199411,34,3,1,75,0,1,49,93,21474836.47,1,1,-9,1,6,1,1949.3232,0.0000
390268240319,1,199411,39,3,1,53,0,1,49,93,21474836.47,1,1,-9,2,6,1,1946.1265,0.0000
943821360092,1,199411,43,1,1,50,0,4,49,93,21474836.47,3,-1,-1,-1,5,2,1582.8366,0.0000
943821360092,2,199411,39,1,2,48,0,4,49,93,21474836.47,1,2,2,-9,5,2,1444.5973,0.0000
943821360092,3,199411,40,6,2,19,0,4,49,93,21474836.47,1,2,2,-9,5,1,1632.4861,0.0000
943821360092,4,199411,36,6,1,16,0,4,49,93,21474836.47,3,-1,-1,-1,-1,-1,1508.9348,0.0000
097308026810,1,199411,40,1,1,55,0,1,49,93,21474836.47,1,1,-9,-2,6,2,1910.7098,0.0000
097308026810,2,199411,40,1,2,52,0,1,49,93,21474836.47,1,2,1,-9,6,1,1885.4114,0.0000
097308026810,3,199411,43,6,2,24,0,1,49,93,21474836.47,1,1,-9,-2,6,2,1989.9186,0.0000
839680000127,1,199411,32,1,1,52,0,1,49,93,21474836.47,3,-1,-1,-1,5,2,2416.9147,0.0000
839680000127,2,199411,39,1,2,44,0,1,49,93,21474836.47,3,-1,-1,-1,5,1,2400.7790,0.0000
839680000127,3,199411,40,6,1,19,0,1,49,93,21474836.47,1,2,2,-9,5,2,3222.0244,0.0000
839680000127,4,199411,42,6,2,23,0,1,49,93,21474836.47,1,1,-9,2,5,2,2394.0260,0.0000
839680000127,5,199411,-1,-1,2,14,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3720.4650,0.0000
839680000127,6,199411,32,3,2,78,0,1,49,93,21474836.47,3,-1,-1,-1,5,2,2165.3326,0.0000
306170802980,1,199411,34,1,1,26,0,1,49,93,21474836.47,3,-1,-1,-1,2,1,3030.2563,0.0000
306170802980,2,199411,39,1,2,24,0,1,49,93,21474836.47,3,-1,-1,-1,2,2,2394.0260,0.0000
306170802980,5,199411,36,6,2,15,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1465.3079,0.0000
306170802980,6,199411,-1,-1,1,1,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1729.3538,0.0000
306170802980,7,199411,33,1,1,60,0,1,49,93,21474836.47,3,-1,-1,-1,2,2,2008.4031,0.0000
306170802980,8,199411,33,1,2,58,0,1,49,93,21474836.47,3,-1,-1,-1,2,2,1862.9118,0.0000
003901687208,1,199411,40,1,2,36,0,1,49,93,21474836.47,1,1,-9,4,6,1,1872.7900,0.0000
003901687208,2,199411,40,1,1,37,0,1,49,93,21474836.47,1,1,-9,4,4,2,1809.3003,0.0000
003901687208,3,199411,-1,-1,2,7,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1785.2407,0.0000
697019803900,1,199411,35,4,2,29,0,1,49,93,21474836.47,1,2,2,-9,6,1,2155.6929,0.0000
697019803900,2,199411,-1,-1,2,10,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1589.0244,0.0000
981709930060,1,199411,39,6,2,22,0,1,49,93,21474836.47,1,2,2,-9,3,1,2394.0260,0.0000
981709930060,2,199411,-1,-1,2,1,0,5,49,93,21474836.47,3,-1,-1,-1,-1,-1,2062.8588,0.0000
939690701080,1,199411,40,4,2,34,0,1,49,93,21474836.47,1,2,2,-9,4,1,2059.7942,0.0000
939690701080,2,199411,-1,-1,1,6,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2478.7142,0.0000
614946360092,1,199411,38,1,1,56,0,1,49,93,21474836.47,1,1,-9,4,6,2,1910.7098,0.0000
614946360092,2,199411,40,1,2,56,0,1,49,93,21474836.47,1,1,-9,4,6,1,2312.8498,0.0000
614946360092,3,199411,43,6,1,34,0,1,49,93,21474836.47,1,1,-9,4,6,2,2701.1150,0.0000
614946360092,4,199411,39,6,1,25,0,1,49,93,21474836.47,1,1,-9,4,6,2,3030.2563,0.0000
614946360092,5,199411,-1,-1,1,14,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,4295.0665,0.0000
049431692606,1,199411,40,1,1,43,0,1,49,93,21474836.47,1,1,-9,4,6,1,2062.6606,0.0000
049431692606,2,199411,40,1,2,41,0,1,49,93,21474836.47,1,1,-9,4,6,2,1905.6119,0.0000
049431692606,3,199411,37,6,1,17,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2073.8178,0.0000
049431692606,4,199411,-1,-1,2,13,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1971.1751,0.0000
924043669610,1,199411,40,1,1,31,0,1,49,93,21474836.47,1,1,-9,1,6,2,2701.1150,0.0000
924043669610,2,199411,39,1,2,28,0,1,49,93,21474836.47,1,1,-9,1,6,1,2593.4682,0.0000
924043669610,3,199411,-1,-1,1,7,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2670.8054,0.0000
924043669610,4,199411,-1,-1,1,4,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2894.8101,0.0000
924043669610,5,199411,-1,-1,2,2,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2711.1713,0.0000
641669903204,1,199411,41,1,1,38,0,1,49,93,21474836.47,3,-1,-1,-1,5,2,1809.3003,0.0000
641669903204,2,199411,43,1,2,35,0,1,49,93,21474836.47,3,-1,-1,-1,5,1,2359.4276,0.0000
641669903204,3,199411,-1,-1,2,9,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1728.1078,0.0000
641669903204,4,199411,-1,-1,1,6,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2478.7142,0.0000
530462690329,1,199411,43,1,2,33,0,5,49,93,21474836.47,1,1,-9,5,5,1,1632.4861,0.0000
530462690329,2,199411,43,1,1,39,0,2,49,93,21474836.47,1,1,-9,5,5,2,2351.1715,0.0000
395262360094,1,199411,46,1,1,64,0,2,49,93,21474836.47,1,2,2,-9,6,1,1696.3189,0.0000
395262360094,2,199411,43,1,2,44,0,2,49,93,21474836.47,1,1,-9,1,6,2,2317.2119,0.0000
395262360094,3,199411,39,6,2,18,0,2,49,93,21474836.47,1,2,2,-9,6,2,3485.1306,0.0000
395262360094,4,199411,-1,-1,2,7,0,2,49,93,21474836.47,3,-1,-1,-1,-1,-1,1975.4968,0.0000
052639294306,1,199411,45,1,1,43,0,2,49,93,21474836.47,1,1,-9,5,6,2,2549.8487,0.0000
052639294306,2,199411,44,1,2,42,0,2,49,93,21474836.47,1,1,-9,3,6,1,2317.2119,0.0000
052639294306,3,199411,-1,-1,1,14,0,2,49,93,21474836.47,3,-1,-1,-1,-1,-1,2963.1113,0.0000
052639294306,4,199411,-1,-1,2,10,0,2,49,93,21474836.47,3,-1,-1,-1,-1,-1,2938.9047,0.0000
239670604235,1,199411,42,1,1,58,0,1,49,93,21474836.47,1,1,-9,4,6,2,2372.9299,0.0000
239670604235,2,199411,40,1,2,54,0,1,49,93,21474836.47,1,1,-9,3,6,1,2340.7851,0.0000
239670604235,3,199411,39,6,2,25,0,1,49,93,21474836.47,1,1,-9,2,5,1,2802.8162,0.0000
239670604235,4,199411,-1,-1,1,3,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2645.2594,0.0000
239670604235,5,199411,43,4,1,32,0,1,49,93,21474836.47,1,1,-9,4,6,2,2701.1150,0.0000
306250743926,1,199411,44,4,2,59,0,1,49,93,21474836.47,1,1,-9,3,6,1,1862.9118,0.0000
306250743926,2,199411,43,3,2,39,0,1,49,93,21474836.47,2,-9,-9,-9,-9,-9,1872.7900,0.0000
003962675342,1,199411,44,1,1,49,0,1,49,93,21474836.47,1,1,-9,4,6,2,1825.1939,0.0000
003962675342,2,199411,43,1,2,49,0,1,49,93,21474836.47,1,1,-9,1,6,1,1936.4319,0.0000
003962675342,3,199411,43,6,2,23,0,1,49,93,21474836.47,1,2,2,-9,6,2,1989.9186,0.0000
003962675342,4,199411,40,6,2,21,0,1,49,93,21474836.47,1,2,2,-9,6,1,1989.9186,0.0000
240763260359,1,199411,42,1,1,59,0,1,49,93,21474836.47,1,1,-9,3,6,1,2372.9299,0.0000
240763260359,2,199411,41,1,2,56,0,1,49,93,21474836.47,1,1,-9,3,6,2,2312.8498,0.0000
673659403805,1,199411,40,6,1,32,0,1,49,93,21474836.47,1,1,-9,4,2,2,2008.1297,0.0000
673659403805,2,199411,40,6,1,31,0,1,49,93,21474836.47,1,2,2,-9,4,1,2008.1297,0.0000
673659403805,3,199411,39,6,2,34,0,1,49,93,21474836.47,1,2,2,-9,2,2,2059.7942,0.0000
845307935660,1,199411,39,1,1,42,0,1,49,93,21474836.47,3,-1,-1,-1,5,1,2774.4627,0.0000
845307935660,2,199411,42,1,2,32,0,1,49,93,21474836.47,1,1,-9,5,5,2,2059.7942,0.0000
845307935660,3,199411,-1,-1,2,0,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2302.3405,0.0000
396308046755,1,199411,39,6,2,34,0,1,49,93,21474836.47,3,-1,-1,-1,-2,2,2595.0225,0.0000
396308046755,2,199411,38,6,2,34,0,1,49,93,21474836.47,1,2,2,-9,-3,1,2595.0225,0.0000
396308046755,3,199411,37,6,2,34,0,1,49,93,21474836.47,3,-1,-1,-1,-2,2,2595.0225,0.0000
396308046755,4,199411,-1,-1,1,2,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3005.2699,0.0000
739680305546,1,199411,39,5,1,32,0,1,49,93,21474836.47,1,2,2,-9,4,1,2008.1297,0.0000
094837995106,1,199411,36,3,2,48,0,1,49,93,21474836.47,1,1,-9,1,6,2,2439.6070,0.0000
094837995106,2,199411,39,6,1,21,0,1,49,93,21474836.47,1,1,-9,1,6,2,2988.6792,0.0000
094837995106,3,199411,39,6,1,18,0,1,49,93,21474836.47,1,2,2,-9,6,1,2749.9939,0.0000
094837995106,4,199411,37,6,2,17,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3351.4497,0.0000
458093199670,1,199411,46,1,1,69,0,4,49,93,21474836.47,1,1,-9,1,6,1,1582.8366,0.0000
458093199670,2,199411,39,1,2,59,0,4,49,93,21474836.47,1,1,-9,1,6,2,1444.5973,0.0000
458093199670,3,199411,37,6,2,17,0,4,49,93,21474836.47,3,-1,-1,-1,-1,-1,1632.4861,0.0000
687919403509,1,199411,38,6,1,21,0,1,49,93,21474836.47,3,-1,-1,-1,2,1,2988.6792,0.0000
687919403509,2,199411,38,6,1,20,0,1,49,93,21474836.47,3,-1,-1,-1,2,1,2988.6792,0.0000
687919403509,3,199411,39,6,1,24,0,1,49,93,21474836.47,3,-1,-1,-1,2,1,2988.6792,0.0000
541708939960,1,199411,43,6,1,27,0,1,49,93,21474836.47,1,1,-9,4,6,1,2466.6395,0.0000
541708939960,2,199411,44,6,2,27,0,1,49,93,21474836.47,1,-1,-1,-9,6,2,2155.6929,0.0000
110668440349,1,199411,39,1,1,27,0,1,49,93,21474836.47,3,-1,-1,-1,1,2,3209.0046,0.0000
110668440349,2,199411,33,1,2,34,0,1,49,93,21474836.47,3,-1,-1,-1,1,1,2595.0225,0.0000
141844360096,1,199411,39,1,1,58,0,1,49,93,21474836.47,3,-1,-1,-1,6,1,2372.9299,0.0000
141844360096,2,199411,39,1,2,55,0,1,49,93,21474836.47,3,-1,-1,-1,6,1,2312.8498,0.0000
141844360096,3,199411,42,6,1,23,0,1,49,93,21474836.47,1,2,2,-9,6,1,2988.6792,0.0000
141844360096,4,199411,-1,-1,2,4,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2732.5075,0.0000
141844360096,5,199411,-1,-1,2,4,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2732.5075,0.0000
141844360096,6,199411,-1,-1,2,6,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3195.2361,0.0000
141844360096,7,199411,-1,-1,2,3,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2678.9053,0.0000
141844360096,8,199411,-1,-1,2,1,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3126.5422,0.0000
018434496106,1,199411,39,1,1,40,0,1,49,93,21474836.47,1,1,-9,4,1,2,2774.4627,0.0000
018434496106,2,199411,39,1,2,38,0,1,49,93,21474836.47,1,2,1,-9,6,1,2359.4276,0.0000
018434496106,3,199411,35,6,2,16,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3390.7497,0.0000
018434496106,4,199411,-1,-1,1,13,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2583.1864,0.0000
864013149640,1,199411,43,1,1,47,0,4,49,93,21474836.47,1,2,2,-9,6,2,1582.8366,0.0000
864013149640,2,199411,40,1,2,37,0,4,49,93,21474836.47,3,-1,-1,-1,6,1,1632.4861,0.0000
864013149640,3,199411,-1,-1,1,10,0,4,49,93,21474836.47,3,-1,-1,-1,-1,-1,1158.3875,0.0000
864013149640,4,199411,-1,-1,2,1,0,4,49,93,21474836.47,3,-1,-1,-1,-1,-1,1264.3792,0.0000
390278240319,1,199411,32,2,2,29,0,1,49,93,21474836.47,3,-1,-1,-1,5,2,2603.2093,0.0000
390278240319,2,199411,-1,-1,2,10,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2481.5498,0.0000
390278240319,3,199411,-1,-1,1,8,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2514.7437,0.0000
390278240319,4,199411,-1,-1,1,3,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2655.1950,0.0000
943821370092,1,199411,35,4,2,50,0,2,49,93,21474836.47,1,2,2,-9,6,1,2229.1738,0.0000
943821370092,2,199411,-1,-1,2,11,0,2,49,93,21474836.47,3,-1,-1,-1,-1,-1,2949.9433,0.0000
038234192907,1,199411,41,5,2,42,0,2,49,93,21474836.47,1,1,-9,5,6,1,2325.9153,0.0000
822033919740,1,199411,37,6,2,66,0,1,49,93,21474836.47,1,2,1,-9,6,1,1897.3817,0.0000
003901787208,1,199411,36,3,2,90,1,2,49,93,21474836.47,1,2,2,-9,6,2,1727.9639,0.0000
100872800379,1,199411,43,6,1,63,0,2,49,93,21474836.47,1,2,1,-9,2,1,1702.6903,0.0000
790309087901,1,199411,34,3,1,72,0,2,49,93,21474836.47,1,2,1,-9,6,1,1668.5791,0.0000
790309087901,2,199411,40,6,2,20,0,2,49,93,21474836.47,1,-2,-2,-9,6,2,2553.4636,0.0000
790309087901,3,199411,-1,-1,2,1,0,2,49,93,21474836.47,3,-1,-1,-1,-1,-1,2460.2162,0.0000
939790701080,1,199411,33,1,1,46,0,1,49,93,21474836.47,3,-1,-1,-1,5,1,2464.2703,0.0000
939790701080,2,199411,31,1,2,44,0,1,49,93,21474836.47,3,-1,-1,-1,5,1,2409.7963,0.0000
939790701080,3,199411,40,6,2,25,0,1,49,93,21474836.47,3,-1,-1,-1,5,2,2813.3436,0.0000
939790701080,4,199411,-1,-1,1,13,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2592.8889,0.0000
939790701080,5,199411,36,6,2,16,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3403.4853,0.0000
939790701080,6,199411,-1,-1,2,7,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2787.9781,0.0000
939790701080,7,199411,-1,-1,2,1,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3138.2855,0.0000
939790701080,8,199411,39,6,1,24,0,1,49,93,21474836.47,3,-1,-1,-1,5,2,2999.9047,0.0000
939790701080,9,199411,31,6,2,28,0,1,49,93,21474836.47,3,-1,-1,-1,5,2,2603.2093,0.0000
939790701080,10,199411,-1,-1,1,2,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,3016.5577,0.0000
307000918997,1,199411,35,1,1,38,0,1,49,93,21474836.47,3,-1,-1,-1,4,2,2442.8115,0.0000
307000918997,2,199411,32,1,2,32,0,1,49,93,21474836.47,3,-1,-1,-1,4,2,2604.7694,0.0000
307000918997,3,199411,33,6,2,28,0,1,49,93,21474836.47,3,-1,-1,-1,4,2,2603.2093,0.0000
307000918997,4,199411,34,6,1,24,0,1,49,93,21474836.47,3,-1,-1,-1,4,1,2999.9047,0.0000
003970790819,1,199411,43,1,1,42,0,1,49,93,21474836.47,1,2,2,-9,6,1,2784.8836,0.0000
003970790819,2,199411,39,1,2,41,0,1,49,93,21474836.47,1,2,2,-9,6,2,2409.7963,0.0000
003970790819,3,199411,35,6,2,15,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,1883.3164,0.0000
003970790819,4,199411,-1,-1,1,10,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2538.5474,0.0000
003970790819,5,199411,39,6,2,30,0,1,49,93,21474836.47,3,-1,-1,-1,6,2,2604.7694,0.0000
924043669710,1,199411,34,6,1,38,0,1,49,93,21474836.47,3,-1,-1,-1,3,2,1816.0960,0.0000
924043669710,2,199411,39,6,1,37,0,1,49,93,21474836.47,3,-1,-1,-1,3,1,2442.8115,0.0000
741669903204,1,199411,39,1,2,27,0,1,49,93,21474836.47,3,-1,-1,-1,5,2,2603.2093,0.0000
741669903204,2,199411,40,6,2,24,0,1,49,93,21474836.47,3,-1,-1,-1,4,1,2403.0179,0.0000
741669903204,4,199411,-1,-1,2,2,0,1,49,93,21474836.47,3,-1,-1,-1,-1,-1,2721.3545,0.0000
741669903204,5,199411,37,1,1,32,0,1,49,93,21474836.47,3,-1,-1,-1,5,2,2711.2604,0.0000
296104934670,1,199411,39,3,2,71,0,4,49,93,21474836.47,1,1,-9,2,6,1,1450.0232,0.0000
